favorites,retweets,tweet_id
8006,1533,782747134529531904
18509,5926,782722598790725632
8327,2057,782598640137187329
17864,6125,782305867769217024
0,6854,782021823840026624
11906,3690,781955203444699136
11190,2975,781661882474196992
4292,1234,781655249211752448
22245,6088,781524693396357120
7635,2790,781308096455073793
9032,2305,781251288990355457
10459,2998,781163403222056960
23176,8057,780931614150983680
7709,2191,780858289093574656
5906,1428,780800785462489090
12935,3652,780601303617732608
6750,1903,780543529827336192
0,4075,780496263422808064
0,128,780476555013349377
5660,1175,780459368902959104
9323,2454,780192070812196864
0,2523,780092040432480260
13114,5480,780074436359819264
20349,7778,779834332596887552
9437,3410,779377524342161408
0,20188,779124354206535695
12637,3987,779123168116150273
15842,4957,779056095788752897
21446,7975,778990705243029504
0,10924,778774459159379968
915,403,778764940568104960
7387,1462,778748913645780993
6179,1633,778650543019483137
4979,1112,778624900596654080
14606,4768,778408200802557953
0,13418,778396591732486144
6239,1208,778383385161035776
11115,3623,778286810187399168
9069,2887,778039087836069888
7008,1777,778027034220126208
0,3861,777953400541634568
6801,1801,777885040357281792
12009,3230,777684233540206592
0,4653,777641927919427584
9384,2731,777621514455814149
15312,4744,777189768882946048
0,15057,776819012571455488
5210,1325,776813020089548800
9460,3067,776477788987613185
0,10022,776249906839351296
32080,17480,776218204058357768
10254,2761,776201521193218049
12564,4763,776113305656188928
1961,166,776088319444877312
0,17970,775898661951791106
12526,2930,775842724423557120
14794,4387,775733305207554048
13806,4994,775729183532220416
7937,3255,775364825476165632
10848,4274,775350846108426240
16600,5168,775085132600442880
9126,1935,774757898236878852
7179,1903,774639387460112384
23238,6107,774314403806253056
11470,4241,773985732834758656
6828,1891,773922284943896577
7052,1785,773704687002451968
5682,1418,773670353721753600
23552,6731,773547596996571136
0,5563,773336787167145985
24798,8168,773308824254029826
10058,3502,773247561583001600
10659,4490,773191612633579521
9152,4226,772877495989305348
8519,2541,772826264096874500
0,3684,772615324260794368
6907,1844,772581559778025472
6409,1509,772193107915964416
4035,1223,772152991789019136
4001,801,772117678702071809
2891,516,772114945936949249
4274,1011,772102971039580160
7019,2069,771908950375665664
12797,3713,771770456517009408
8828,2863,771500966810099713
11226,5563,771380798096281600
0,8252,771171053431250945
9803,3195,771136648247640064
6644,1563,771102124360998913
7328,1803,771014301343748096
0,240,771004394259247104
5289,1331,770787852854652928
5543,1540,770772759874076672
7807,1897,770655142660169732
6712,2248,770414278348247044
6657,1625,770293558247038976
0,3312,770093767776997377
8088,2510,770069151037685760
33538,10526,769940425801170949
6811,1805,769695466921623552
0,8376,769335591808995329
5748,1868,769212283578875904
15359,7131,768970937022709760
0,2943,768909767477751808
4466,968,768855141948723200
4386,1323,768609597686943744
5350,1388,768596291618299904
0,6346,768554158521745409
14535,3730,768473857036525572
11622,3861,768193404517830656
5067,1532,767884188863397888
17082,5867,767754930266464257
7978,2540,767500508068192258
13086,4149,767191397493538821
10788,3106,767122157629476866
0,6161,766864461642756096
5408,1479,766793450729734144
2772,422,766714921925144576
4299,862,766693177336135680
6414,1739,766423258543644672
7223,2048,766313316352462849
0,2829,766078092750233600
4556,939,766069199026450432
3983,537,766008592277377025
7717,2341,765719909049503744
5533,1325,765669560888528897
28097,3691,765395769549590528
7556,2350,765371061932261376
12365,3684,765222098633691136
6844,1925,764857477905154048
6442,1651,764259802650378240
787,59,763956972077010945
13421,4540,763837565564780549
5748,1603,763183847194451968
0,3282,763167063695355904
7825,2480,763103485927849985
12958,3940,762699858130116608
12004,7040,762471784394268675
10988,4572,762464539388485633
5126,1226,762316489655476224
34055,16956,762035686371364864
5745,2196,761976711479193600
0,4282,761750502866649088
4528,935,761745352076779520
52698,31545,761672994376806400
4389,1276,761599872357261312
0,19506,761371037149827077
5539,1574,761334018830917632
4747,1192,761292947749015552
5652,1692,761227390836215808
12028,3772,761004547850530816
4062,1057,760893934457552897
7025,2095,760656994973933572
5267,1405,760641137271070720
8052,3939,760539183865880579
4493,1518,760521673607086080
28494,12470,760290219849637889
4189,938,760252756032651264
6062,1962,760190180481531904
0,34,760153949710192640
6308,2270,759943073749200896
15609,6161,759923798737051648
7143,2150,759846353224826880
6327,2065,759793422261743616
0,22931,759566828574212096
5000,1272,759557299618865152
9009,2658,759447681597108224
1773,527,759446261539934208
6437,2114,759197388317847553
0,1262,759159934323924993
15450,4528,759099523532779520
6922,2189,759047813560868866
3771,969,758854675097526272
11876,4160,758828659922702336
4059,1077,758474966123810816
5100,2419,758467244762497024
5521,2090,758405701903519748
3653,1178,758355060040593408
20378,10924,758099635764359168
2876,406,758041019896193024
7308,3533,757741869644341248
0,8786,757729163776290825
4824,1319,757725642876129280
4842,1213,757611664640446465
0,316,757597904299253760
4617,1146,757596066325864448
16093,7410,757400162377592832
6197,1895,757393109802180609
4794,1545,757354760399941633
6654,2154,756998049151549440
7066,2177,756939218950160384
5381,1424,756651752796094464
11036,3920,756526248105566208
4198,1176,756303284449767430
45390,18950,756288534030475264
6833,1651,756275833623502848
7789,3131,755955933503782912
17468,5834,755206590534418437
22529,12005,755110668769038337
0,8683,754874841593970688
7296,2738,754856583969079297
2736,568,754747087846248448
5635,2115,754482103782404096
3973,797,754449512966619136
8311,2536,754120377874386944
6203,2357,753655901052166144
8400,3864,753420520834629632
6138,2080,753398408988139520
8091,2523,753375668877008896
0,6247,753298634498793472
3606,1127,753294487569522689
39342,22686,753039830821511168
4127,1055,753026973505581056
13375,7392,752932432744185856
7308,1705,752917284578922496
0,3126,752701944171524096
6348,1740,752682090207055872
4670,1709,752660715232722944
5863,2471,752568224206688256
7823,3727,752519690950500352
4046,1190,752334515931054080
0,18059,752309394570878976
6306,1998,752173152931807232
3261,1007,751950017322246144
5530,1456,751937170840121344
6148,2121,751830394383790080
6211,3151,751793661361422336
8371,3293,751598357617971201
4667,1205,751583847268179968
5336,1373,751538714308972544
3391,1080,751456908746354688
13234,6344,751251247299190784
6686,1978,751205363882532864
5385,1411,751132876104687617
5055,1501,750868782890057730
13985,5456,750719632563142656
4704,1244,750506206503038976
13945,4653,750429297815552001
4820,1227,750383411068534784
732,32,750381685133418496
3281,1045,750147208377409536
3849,1374,750132105863102464
4590,1406,750117059602808832
3219,911,750101899009982464
2303,591,750086836815486976
8321,3612,750071704093859840
3321,970,750056684286914561
3361,670,750041628174217216
2873,854,750026558547456000
3435,984,750011400160841729
3211,875,749996283729883136
5411,2645,749981277374128128
4921,1418,749774190421639168
6448,1803,749417653287129088
2782,590,749403093750648834
9107,3744,749395845976588288
5803,2394,749317047558017024
6097,2234,749075273010798592
5065,1629,749064354620928000
3280,843,749036806121881602
11322,3666,748977405889503236
6182,2442,748932637671223296
2927,1022,748705597323898880
5006,1724,748699167502000129
4481,1435,748692773788876800
6406,2152,748575535303884801
2302,726,748568946752774144
5522,1337,748346686624440324
8130,4448,748337862848962560
3909,826,748324050481647620
3877,772,748307329658011649
14927,8395,748220828303695873
6108,2312,747963614829678593
6997,2755,747933425676525569
3119,1062,747885874273214464
2961,810,747844099428986880
5123,1253,747816857231626240
1458,169,747651430853525504
13610,6297,747648653817413632
2450,591,747600769478692864
3903,1133,747594051852075008
5861,1708,747512671126323200
4079,1112,747461612269887489
5730,2073,747439450712596480
0,3100,747242308580548608
5575,1703,747219827526344708
3572,992,747204161125646336
10106,4298,747103485104099331
3046,318,746906459439529985
6329,2312,746872823977771008
5589,1855,746818907684614144
5147,1711,746790600704425984
10094,4196,746757706116112384
6371,1926,746726898085036033
5314,2007,746542875601690625
0,1057,746521445350707200
4884,1163,746507379341139972
6502,1768,746369468511756288
7285,2366,746131877086527488
3744,875,746056683365994496
4248,1147,745789745784041472
7369,2495,745712589599014916
7484,2728,745433870967832576
9041,2613,745422732645535745
7556,2981,745314880350101504
8263,3794,745074613265149952
7627,2446,745057283344719872
3134,671,744995568523612160
8308,2894,744971049620602880
5894,1674,744709971296780288
7131,2296,744334592493166593
164809,83985,744234799360020481
1786,401,744223424764059648
4376,1168,743980027717509120
3832,1027,743895849529389061
0,2241,743835915802583040
4718,1479,743609206067040256
19452,7050,743595368194129920
3713,1002,743545585370791937
8324,3964,743510151680958465
4460,1307,743253157753532416
6528,2043,743222593470234624
4037,1463,743210557239623680
7418,3814,742534281772302336
4668,2137,742528092657332225
7646,4169,742465774154047488
10350,4075,742423170473463808
7156,2136,742385895052087300
4568,1472,742161199639494656
5404,1672,742150209887731712
4797,1616,741793263812808706
8605,2966,741743634094141440
3867,896,741438259667034112
9234,3475,741303864243200000
10574,5947,741099773336379392
9943,3312,741067306818797568
6727,2969,740995100998766593
3587,1001,740711788199743490
2980,839,740699697422163968
19093,7290,740676976021798912
36548,14255,740373189193256964
2608,469,740365076218183684
3470,916,740359016048689152
7036,2108,740214038584557568
21002,6346,739979191639244800
4263,1155,739932936087216128
3988,915,739844404073074688
3998,1453,739623569819336705
5665,1774,739606147276148736
41721,22931,739544079319588864
7568,3155,739485634323156992
121786,62232,739238157791694849
113,6,738891149612572673
3960,1223,738885046782832640
3509,870,738883359779196928
5356,1671,738537504001953792
3425,906,738402415918125056
4527,1296,738184450748633089
9251,3648,738166403467907072
2665,700,738156290900254721
5540,1886,737826014890496000
10492,3706,737800304142471168
5300,1430,737678689543020544
10810,4777,737445876994609152
3793,870,737322739594330112
15431,7936,737310737551491075
4534,1858,736736130620620800
18650,7936,736392552031657984
4188,1342,736365877722001409
8536,2966,736225175608430592
8301,3187,736010884653420544
3775,1229,735991953473572864
4211,1176,735648611367784448
6484,2514,735635087207878657
13650,5434,735274964362878976
3505,950,735256018284875776
3287,1037,735137028879360001
2872,550,734912297295085568
13194,6742,734787690684657664
2639,583,734776360183431168
